Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		Faâ quellÉ chÉ vu	Pianella2	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | dimostr | fare | fless 2 | imperat 2 | indic pres | ogg def | ogg dir | pro | rel lib | trans | volere | WH ogg dir | 
		Faâ quellÉ che tÉ parÉ	Pianella3	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | clit 2 | clit indir | dimostr | fare | fless 2 | imperat 2 | indic pres | ogg def | ogg dir | pro | rel lib | trans | WH ogg dir | 
		Faâ quellÉ chÉ tÉ parÉ	Pianella4	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | clit 2 | clit indir | dimostr | fare | fless 2 | imperat 2 | indic pres | ogg def | ogg dir | pro | rel lib | trans | WH ogg dir | 
		Faâ quellÉ chÉ tÉ parÉ	Pianella5	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | clit 2 | clit indir | dimostr | fare | fless 2 | imperat 2 | indic pres | ogg def | ogg dir | pro | rel lib | trans | volere | WH ogg dir | 
		Faâ quellÉ chÉ tÉ parÉ	Pianella6	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | clit 2 | clit indir | dimostr | fare | fless 2 | imperat 2 | indic pres | ogg def | ogg dir | pro | rel lib | trans | WH ogg dir | 
		Faâ quellÉ chÉ tÉ parÉ	Pianella7	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | clit 2 | clit indir | dimostr | fare | fless 2 | imperat 2 | indic pres | ogg def | ogg dir | pro | rel lib | trans | WH ogg dir | 
		FaÃ¢ÂÂ quollÃÂ chÃÂ tÃÂ parÃÂ!	Pianella8	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | clit 2 | clit indir | dimostr | fare | fless 2 | imperat 2 | indic pres | ogg def | ogg dir | pro | rel lib | trans | WH ogg dir | 
		FaÃ¢ÂÂ quellÃÂ chÃÂ tÃÂ parÃÂ!	Pianella9	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | clit 2 | clit indir | dimostr | fare | fless 2 | imperat 2 | indic pres | ogg def | ogg dir | pro | rel lib | trans | WH ogg dir | 
		Fai kidhu ka vwoi	Ragusa	Ragusa,Ragusa,Sicilia	Area metafonetica sud-orientale	 | dimostr | fare | fless 2 | imperat 2 | indic pres | ogg def | ogg dir | pro | rel lib | trans | volere | WH ogg dir | 
		Fai come te pare	Romanesco	Roma,Roma,Lazio	Romanesco	 | clit 2 | clit ogg indir | dimostr | fare | fless 2 | imperat 2 | indic pres | pro | trans | WH ogg dir | 
		Fai come te pare	Romanesco	Roma,Roma,Lazio	Romanesco	 | clit ogg indir | fare | fless 2 | imperat 2 | indic pres | pro | trans | WH ogg dir | 
		Fai quello che te pare	Romanesco	Roma,Roma,Lazio	Romanesco	 | clit ogg indir | dimostr | fare | fless 2 | imperat 2 | indic pres | ogg def | ogg dir | pro | rel lib | trans | WH ogg dir | 
		Fai quello che te pare	Romanesco	Roma,Roma,Lazio	Romanesco	 | clit ogg indir | dimostr | fare | fless 2 | imperat 2 | indic pres | ogg def | ogg dir | pro | rel lib | trans | WH ogg dir | 
		Fai quello che te pare	Romanesco	Roma,Roma,Lazio	Romanesco	 | clit ogg indir | dimostr | fare | fless 2 | imperat 2 | indic pres | ogg def | ogg dir | pro | rel lib | trans | WH ogg dir | 
		Fai come te pare	Romanesco	Roma,Roma,Lazio	Romanesco	 | clit ogg indir | fare | fless 2 | imperat 2 | indic pres | ogg def | ogg dir | pro | rel lib | trans | WH ogg dir | 
		Fai come te pare	Romanesco	Roma,Roma,Lazio	Romanesco	 | clit ogg indir | fare | fless 2 | imperat 2 | indic pres | ogg def | ogg dir | pro | rel lib | trans | WH ogg dir | 
		Fa’ chell ca vuò	Salerno	Salerno,Salerno,Campania	Napoletano	
		Fa quidd che vù.	San Marco in Lamis	San Marco in Lamis,Foggia,Puglia	Garganico	
		Fa quidd che vù.	San Marco in Lamis2	San Marco in Lamis,Foggia,Puglia	Garganico	
		Fà cciò/quâlle che vü.	San Valentino	San Valentino in Abruzzo Citeriore,Pescara,Abruzzo	Abruzzese orientale adriatico	
		Fà quâlle che vü.	San Valentino in Abruzzo Citeriore	San Valentino in Abruzzo Citeriore,Pescara,Abruzzo	Abruzzese orientale adriatico	
		Fà cciò che vü.	San Valentino in Abruzzo Citeriore	San Valentino in Abruzzo Citeriore,Pescara,Abruzzo	Abruzzese orientale adriatico	
		Fa’ chiddu chi vvò	Sinagra	Sinagra,Messina,Sicilia	Messinese	
		Fanne quiddhru ca voi	Soleto	Soleto,Lecce,Puglia	Salentino centrale	
		Fane ce buei	Squinzano	Squinzano,Lecce,Puglia	Salentino centrale	 | clit ne | fare | fless 2 | imperat 2 | indic pres | ogg def | ogg dir | pro | rel lib | trans | volere | WH ogg dir | 
		Fasce cudd ca vuè	Taranto	Taranto,Taranto,Puglia	Apulo-barese	 | dimostr | fare | fless 2 | imperat 2 | indic pres | ogg def | ogg dir | pro | rel lib | trans | volere | WH ogg dir | 
		Fa chellə ca vuò tu	Torre del Greco	Torre del Greco,Napoli,Campania	Napoletano	
		Fa chellə ca vuò tu	Torre del Greco1	Torre del Greco,Napoli,Campania	Napoletano	 | dimostr | fare | fless 2 | imperat 2 | indic pres | ogg def | ogg dir | pro | rel lib | trans | volere | WH ogg dir | 
		Fanne quiddrhu ca buei	Trepuzzi	Trepuzzi,Lecce,Puglia	Salentino centrale	 | clit ne | dimostr | fare | fless 2 | imperat 2 | indic pres | ogg def | ogg dir | presenza comp | pro | rel lib | trans | volere | WH ogg dir | 
		Fai su chi ’ois	Villacidro	Villacidro,Medio Campidano,Sardegna	Logudorese-Campidanese Campidanese	
						
589.0	40.0	Non ti voglio mica imbrogliare!				 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Mica ti vojo pijà in giro	Bagnoregio	Bagnoregio,Viterbo,Lazio	Laziale centro-settentrionale	 | avv altri | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Nu bogghiu mica te ‘mbrogghiu!	Campi Salentina	Campi Salentina,Lecce,Puglia	Salentino centrale	
		Nn t vogj mic mbruglià!	Campobasso	Campobasso,Campobasso,Molise	Meridionale Intermedio Molisano	
		Nun tə vogliə michə ˈmbruglià!	Cardito	Cardito,Napoli,Campania	Napoletano	 | clit 2 | clit climb | clit ogg dir | escl | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Michə tə vogliə 'mbruglià	Cardito1	Cardito,Napoli,Campania	Napoletano	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Nun tə vogl' michə  'mbruglià	Cardito2	Cardito,Napoli,Campania	Napoletano	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Nun tə vogl' michə 'mbruglià	Cardito3	Cardito,Napoli,Campania	Napoletano	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Michə tə vogliə ˈmbruglià	Cardito4	Cardito,Napoli,Campania	Napoletano	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		No nc t vogghi a mbrogghio	Carosino	Carosino,Taranto,Puglia	Salentino settenrionale	 | clit 2 | clit climb | clit loc | clit ogg dir | fless 1 | fless 1 | indic pres | indic pres | inf sempl | negaz prev | ogg def | ogg dir | ogg sing | PP | pro | trans | volere | 
		Nd štìg mica a frcà	Castiglione Messer Marino	Castiglione Messer Marino,Chieti,Abruzzo	Abruzzese orientale adriatico	
		Mica ti vojo mbrojà!	Civita di Bagnoregio 1	Bagnoregio,Viterbo,Lazio	Meridionale-occidentale e viterbese	 | clit 2 | clit climb | clit ogg dir | escl | fless 1 | indic pres | inf sempl | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		No mbugghiu certu cu ti mbrogghiu	Copertino	Copertino,Lecce,Puglia	Salentino centrale	
		Nu mboiu cu te mbroiu!	Cutrofiano	Cutrofiano,Lecce,Puglia	Salentino centrale	
		Non c t vogghio a mbrogghio	Faggiano	Faggiano,Taranto,Puglia	Salentino settenrionale	 | clit 2 | clit climb | clit cluster | clit loc | clit ogg dir | fless 1 | fless 1 | indic pres | indic pres | negaz prev | ogg def | ogg dir | ogg sing | PP | pro | trans | volere | 
		Mica ti vogghiu ‘mbrogghiu!	Francavilla Fontana	Francavilla Fontana,Brindisi,Puglia	Salentino settenrionale	
		Mic t vogl mbruglià!	Gragnano	Gragnano,Napoli,Campania	Napoletano	
		No nc t vogghi a mbrogghio	Grottaglie	Grottaglie,Taranto,Puglia	Salentino settenrionale	 | clit 2 | clit climb | clit loc | clit ogg dir | fless 1 | fless 1 | indic pres | indic pres | negaz prev | ogg def | ogg dir | ogg sing | PP | pro | trans | volere | 
		Non c t vogghi a mbrogghio	Grottaglie	Grottaglie,Taranto,Puglia	Salentino settenrionale	 | clit 2 | clit climb | clit loc | clit ogg dir | fless 1 | fless 1 | indic pres | indic pres | negaz prev | ogg def | ogg dir | ogg sing | PP | pro | trans | volere | 
		Giai no ti bollu imboddicai.	Iglesias	Iglesias,Carbonia-Iglesias,Sardegna	Logudorese-Campidanese Campidanese	
		Michə tə vojə frəcà	Lanciano	Lanciano,Chieti,Abruzzo	Abruzzese orientale adriatico	
		Ndi voj mbruià	Lanciano	Lanciano,Chieti,Abruzzo	Abruzzese orientale adriatico	
		Non te vojo freca	L'Aquila	L'Aquila,L'Aquila,Abruzzo	Mediano cicolano-Reatino-aquilano	
		Nu boi u te futtu	Lecce	Lecce,Lecce,Puglia	Salentino centrale	 | clit 2 | clit climb | fless 1 | fless 1 | indic pres | indic pres | negaz prev | presenza comp | pro | pro | volere | 
		Nu bbogghiu cu te mbrogghiu	Lecce	Lecce,Lecce,Puglia	Salentino centrale	
		Nun bogghiu te pigghiu pe culu	Lecce2	Lecce,Lecce,Puglia	Salentino centrale	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | negaz prev | ogg def | ogg dir | ogg sing | PP indef | pro | trans | volere | 
		Michə tə vujə freghè	Liscia	Liscia,Chieti,Abruzzo	Abruzzese orientale adriatico	
		Io non t'imbrojo!	Lubriano	Lubriano,Viterbo,Lazio	Laziale centro-settentrionale	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | 
		Guarda ca non vojiu cu te futtu.	Maglie	Maglie,Lecce,Puglia	Salentino meridionale	
		Non te voglio mica mbroglià!	Marchigiano	Civitanova Marche,Macerata,Marche	Maceratese	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		No nc t voggh mica mbrusà	Martina Franca	Martina Franca,Taranto,Puglia	Apulo-barese	 | clit 2 | clit climb | clit loc | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Nən tə vujə mica mbrojà!	Martinsicuro	Martinsicuro,Teramo,Abruzzo	Teramano	
		No ti vogghi mbrugghià	Massafra	Massafra,Taranto,Puglia	Apulo-barese	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		N t vogghi mica pigghi pi cul	Massafra	Massafra,Taranto,Puglia	Apulo-barese	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | PP | PP avv | pro | trans | volere | 
		Un è chi ti vogghiu mrugghiari?	Mazara del Vallo	Mazara del Vallo,Trapani,Sicilia	Occidentale	
		Non c t vogghi a mbrogghio	Monteiasi	Monteiasi,Taranto,Puglia	Salentino settenrionale	 | clit 2 | clit climb | clit ogg dir | fless 1 | fless 1 | indic pres | indic pres | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | PP | pro | trans | volere | 
		Non c t vogghio a mbrogghio	Monteiasi	Monteiasi,Taranto,Puglia	Salentino settenrionale	 | clit 2 | clit climb | clit loc | fless 1 | fless 1 | indic pres | indic pres | negaz postv | negaz prev | PP | pro | trans | volere | 
		No nc t vogghi a fotto	Monteiasi	Monteiasi,Taranto,Puglia	Salentino settenrionale	 | clit 2 | clit climb | clit loc | clit ogg dir | fless 1 | fless 1 | indic pres | indic pres | negaz prev | ogg def | ogg dir | ogg sing | PP | pro | trans | volere | 
		Non c t vogghio a mbrogghio	Monteiasi 2	Monteiasi,Taranto,Puglia	Salentino settenrionale	 | clit 2 | clit climb | clit loc | clit ogg dir | fless 1 | fless 1 | indic pres | indic pres | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | PP | pro | trans | volere | 
		Non te vojo mica fregà!	Monterotondo	Monterotondo,Roma,Lazio	Romanesco	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Nun te vojo mica 'mbrojà!	Morolo	Morolo,Frosinone,Lazio	Romanesco	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Neca ti vùajju ’mbrujjari!	Mussomeli	Mussomeli,Caltanissetta,Sicilia	Area metafonetica centrale	
		Nun tə vogliə 'mbruglià	Napoli	Napoli,Napoli,Campania	Napoletano	 | clit 2 | clit climb | clit ogg dir | escl | fless 1 | indic pres | inf sempl | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Non è ca ogghiu cu ti cu ti mbrogghiu!	Nardò	Nardò,Lecce,Puglia	Salentino centrale	
		Non ti voglio mica fregà!	Orvietano	Orvieto,Terni,Umbria	Meridionale-occidentale e viterbese	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Un ti vuogghio frigari	Palermo10	Palermo,Palermo,Sicilia	Occidentale	
		‘Unn’è ca ti vogghiu ‘mbrugghiari!	Palermo3	Palermo,Palermo,Sicilia	Occidentale	
		Ti pari ca ti imbruogghiu?	Palermo4	Palermo,Palermo,Sicilia	Occidentale	
		Un ti vuogghio frigari	Palermo5	Palermo,Palermo,Sicilia	Occidentale	
		Mic ti vuj mbrujà!	Pescara1	Pescara,Pescara,Abruzzo	Abruzzese orientale adriatico	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		NdÉ vujÉ michÉ mbrujÃ 	Pianella1	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		NdÉ vujÉ michÉ mbrujÃ 	Pianella10	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	
		MichÉ vujÉ mbrujÃ !	Pianella2	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | fless 1 | indic pres | inf sempl | negaz prev | pro | trans | volere | 
		Ij ndi vujÉ mbrujÃ 	Pianella3	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Ndi vujÉ mbrujÃ 	Pianella4	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		NdÉ vujÉ michÉ mbrujÃ 	Pianella5	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Ndi vujÉ mica mbrujÃ 	Pianella6	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		MichÉ tÉ vujÉ fregÃ 	Pianella7	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Ndi vujÃÂ michÃÂ mbrujÃÂ 	Pianella8	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Ndi vujÃÂ michÃÂ arrubbÃÂ 	Pianella8	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Nti vujÃÂ mbrujÃÂ 	Pianella9	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Nunn'e ka ti vwogghju amprugghjÃÂÃÂ ri!	Ragusa	Ragusa,Ragusa,Sicilia	Area metafonetica sud-orientale	 | cleft | clit 2 | clit climb | clit ogg dir | essere | fless 1 | fless 3 | indic pres | inf sempl | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Non te vojo mica fregà!	Romanesco	Roma,Roma,Lazio	Romanesco	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Nun te vojo coglionà!	Romanesco	Roma,Roma,Lazio	Romanesco	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Non ti voglio mica coglionà!	Romanesco	Roma,Roma,Lazio	Romanesco	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		N'te vojo mica imbroglià!	Romanesco	Roma,Roma,Lazio	Romanesco	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Mica te vojo imbrojà!	Romanesco	Roma,Roma,Lazio	Romanesco	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Non ti voglio mica fregà!	Romanesco	Roma,Roma,Lazio	Romanesco	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Mica te sto a inculà!	Romanesco	Roma,Roma,Lazio	Romanesco	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz prev | ogg def | ogg dir | ogg sing | pro | stare | trans | 
		Nun t’ vogl mica mbruglià!	Salerno	Salerno,Salerno,Campania	Napoletano	
		Mica te voghije ‘mbrughijà.	San Marco in Lamis	San Marco in Lamis,Foggia,Puglia	Garganico	
		Mica te voghije ‘mbrughijà.	San Marco in Lamis2	San Marco in Lamis,Foggia,Puglia	Garganico	
		N'te vûje mbrujä nône!	San Valentino	San Valentino in Abruzzo Citeriore,Pescara,Abruzzo	Abruzzese orientale adriatico	
		Nne ê che te vûje mbrujä!	San Valentino	San Valentino in Abruzzo Citeriore,Pescara,Abruzzo	Abruzzese orientale adriatico	
		Non ti vogghiu ‘mbrugghiari!	Sinagra	Sinagra,Messina,Sicilia	Messinese	
		Ti pari chi ti vogghiu ‘mbrugghiari?	Sinagra	Sinagra,Messina,Sicilia	Messinese	
		Non voiu (cu) te mbroiu!	Soleto	Soleto,Lecce,Puglia	Salentino centrale	
		Nu vogghiu te futto	Squinzano	Squinzano,Lecce,Puglia	Salentino centrale	 | clit 2 | fless 1 | indic pres | indic pres | negaz prev | omissione comp | pro | rel lib | volere | 
		No ti vogghi fottre	Taranto	Taranto,Taranto,Puglia	Apulo-barese	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Nun te voglə mica mbbruglià	Torre del Greco	Torre del Greco,Napoli,Campania	Napoletano	
		Nun tə vogliə michə ˈmbruglià!	Torre del Greco1	Torre del Greco,Napoli,Campania	Napoletano	 | clit 2 | clit climb | clit ogg dir | escl | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		Nu te ogghiu mica mbrigghiare	Trepuzzi	Trepuzzi,Lecce,Puglia	Salentino centrale	 | clit 2 | clit climb | clit ogg dir | fless 1 | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | ogg def | ogg dir | ogg sing | pro | trans | volere | 
		No to ’ollu miga frigai!	Villacidro	Villacidro,Medio Campidano,Sardegna	Logudorese-Campidanese Campidanese	
						
589.0	49.0	Perché Gianni non fumi più, ci vuole un miracolo				 | avv aspet | clit loc | cong pres | fless 3 | fless 3 | impers | indic pres | inerg | negaz prev | N proprio | sogg def | sogg indef | sogg masch | sogg masch | sogg nom | sogg nom | sogg postv | sogg prev | sogg sing | sogg sing | subord | volere | 
		Perché Gianni non fumasse più, ci vole n'miracolo	Bagnoregio	Bagnoregio,Viterbo,Lazio	Laziale centro-settentrionale	 | avv aspet | clit loc | cong imperf | fless 3 | fless 3 | impers | indic pres | inerg | negaz prev | N proprio | sogg def | sogg indef | sogg masch | sogg masch | sogg nom | sogg nom | sogg postv | sogg prev | sogg sing | sogg sing | subord | volere | 
		Lu Giannu cu nun ci fuma cchiui, nci ole nu miraculu-	Campi Salentina	Campi Salentina,Lecce,Puglia	Salentino centrale	
		P nn u fa fumà chiù a Giann, c vò nu miracul	Campobasso	Campobasso,Campobasso,Molise	Meridionale Intermedio Molisano	
		Pe(r)cchè Giuannə nu fummə chiù, cə vulessə propriə nu mirachələ	Cardito	Cardito,Napoli,Campania	Napoletano	 | avv altri | avv aspet | clit loc | cong pres | cong pres | fless 3 | fless 3 | impers | inerg | negaz prev | N proprio | sogg def | sogg indef | sogg masch | sogg masch | sogg nom | sogg nom | sogg postv | sogg prev | sogg sing | sogg sing | subord | volere | 
			Cardito1	Cardito,Napoli,Campania	Napoletano	
		Pe(r)cchè Giannə se levə o vizziə e fumà,  ce vò propriə nu mirachələ	Cardito2	Cardito,Napoli,Campania	Napoletano	 | clit loc | clit rifless | clit si | fless 3 | fless 3 | impers | indic pres | indic pres | inerg | N proprio | sogg def | sogg masch | sogg masch | sogg postv | sogg prev | sogg sing | sogg sing | subord | volere | 
		Pe(r)cchè Giannə nu' fummə chiù, cə vò nu mirachelə	Cardito3	Cardito,Napoli,Campania	Napoletano	 | avv aspet | clit loc | cong pres | fless 3 | fless 3 | impers | indic pres | inerg | negaz prev | N proprio | sogg def | sogg indef | sogg masch | sogg masch | sogg nom | sogg nom | sogg postv | sogg prev | sogg sing | sogg sing | subord | volere | 
		Pe(r)cchè Giannə nu' fummə chiù, cə vo' nu mirachələ	Cardito4	Cardito,Napoli,Campania	Napoletano	 | avv aspet | clit loc | cong pres | fless 3 | fless 3 | impers | indic pres | inerg | negaz prev | N proprio | sogg def | sogg indef | sogg masch | sogg masch | sogg nom | sogg nom | sogg postv | sogg prev | sogg sing | sogg sing | subord | volere | 
		Picce no nc fuma chiu gianne ci vole nu miracolo	Carosino	Carosino,Taranto,Puglia	Salentino settenrionale	 | avv aspet | clit loc | clit loc | fless 3 | fless 3 | impers | indic pres | indic pres | inerg | negaz prev | N proprio | sogg def | sogg indef | sogg masch | sogg masch | sogg nom | sogg nom | sogg postv | sogg postv | sogg sing | sogg sing | subord | volere | 
		P ffà smoett d fumeò Giann ch vò mracl	Castiglione Messer Marino	Castiglione Messer Marino,Chieti,Abruzzo	Abruzzese orientale adriatico	
		Ci vorrebbe un miracolo pe smetta di fumà	Civita di Bagnoregio 1	Bagnoregio,Viterbo,Lazio	Meridionale-occidentale e viterbese	 | clit loc | condiz sempl | cong pres | fless 3 | fless 3 | impers | inerg | inf sempl | inf sempl | N proprio | pro | sogg indef | sogg nom | sogg postv | sogg sing | subord | trans | trans | volere | 
		Nciole nu miraculu cu no ffuma chiui lu Gianni	Copertino	Copertino,Lecce,Puglia	Salentino centrale	
		Vole na grazia cu nnu ffuma chiui lu Gianni	Cutrofiano	Cutrofiano,Lecce,Puglia	Salentino centrale	
		Cu non ci fuma chiu Gianne n ci vole nu mraclo	Faggiano	Faggiano,Taranto,Puglia	Salentino settenrionale	 | avv aspet | clit loc | clit loc | fless 3 | fless 3 | impers | indic pres | indic pres | inerg | negaz prev | N proprio | presenza comp | sogg def | sogg indef | sogg masch | sogg masch | sogg nom | sogg nom | sogg postv | sogg postv | sogg sing | sogg sing | subord | volere | 
		Cu no ci fuma chiù Gianni, ci voli nu miraculu	Francavilla Fontana	Francavilla Fontana,Brindisi,Puglia	Salentino settenrionale	
		Pe nun fa fumà kiù a Gianni c vò nu mirac’l	Gragnano	Gragnano,Napoli,Campania	Napoletano	
		Cu no nc fuma chiu gianne ci vo nu miracolo	Grottaglie	Grottaglie,Taranto,Puglia	Salentino settenrionale	 | avv aspet | clit loc | fless 3 | fless 3 | impers | indic pres | indic pres | inerg | negaz prev | N proprio | sogg def | sogg indef | sogg masch | sogg masch | sogg nom | sogg nom | sogg postv | sogg postv | sogg sing | sogg sing | subord | volere | 
		Picce Gianne non c fuma chiu ci vulea nu mraculo	Grottaglie	Grottaglie,Taranto,Puglia	Salentino settenrionale	 | avv aspet | clit loc | clit loc | fless 3 | fless 3 | fless 3 | fless 3 | indic pres | indic pres | inerg | negaz prev | N proprio | sogg def | sogg masch | sogg masch | sogg nom | sogg nom | sogg postv | sogg prev | sogg sing | sogg sing | subord | volere | 
		Po no fai prus fumai Gianni, ci bollit unu miraculu.	Iglesias	Iglesias,Carbonia-Iglesias,Sardegna	Logudorese-Campidanese Campidanese	
		Picchè ni fumess chiù, ci vuless nu miracl.	Lanciano	Lanciano,Chieti,Abruzzo	Abruzzese orientale adriatico	
		Cə vulessə nu miracələ pə nən fa fumà cchiù Giannə.	Lanciano	Lanciano,Chieti,Abruzzo	Abruzzese orientale adriatico	
		Ppe non fa fuma cchiu gianni ce vo nu miracolo	L'Aquila	L'Aquila,L'Aquila,Abruzzo	Mediano cicolano-Reatino-aquilano	
		Nci ole nu miraculu ca lu Gianni spiccia cu fuma	Lecce	Lecce,Lecce,Puglia	Salentino centrale	
