Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		Cieddhri ha llavatu li piatti	Copertino	Copertino,Lecce,Puglia	Salentino centrale	
		Ciuveddhi ave llavatu li piatti	Cutrofiano	Cutrofiano,Lecce,Puglia	Salentino centrale	
		Nisciuno lava li piatte	Faggiano	Faggiano,Taranto,Puglia	Salentino settenrionale	 | fless 3 | indic pres | ogg def | ogg dir | ogg masch | ogg plur | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Nisciunu è lavatu li piatti	Francavilla Fontana	Francavilla Fontana,Brindisi,Puglia	Salentino settenrionale	
		Nisciun a lavat e piatt	Gragnano	Gragnano,Napoli,Campania	Napoletano	
		Nisciuno a lavato li piatte	Grottaglie	Grottaglie,Taranto,Puglia	Salentino settenrionale	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Nisciuno a lavato l piatte	Grottaglie	Grottaglie,Taranto,Puglia	Salentino settenrionale	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Nisciunus at sciacuau is prattus.	Iglesias	Iglesias,Carbonia-Iglesias,Sardegna	Logudorese-Campidanese Campidanese	
		Niscun ha lavat li piatt	Lanciano	Lanciano,Chieti,Abruzzo	Abruzzese orientale adriatico	
		Nisciunə ha llavatə li piettə.	Lanciano	Lanciano,Chieti,Abruzzo	Abruzzese orientale adriatico	
		Nisciuno ha sciacquato ji piatti	L'Aquila	L'Aquila,L'Aquila,Abruzzo	Mediano cicolano-Reatino-aquilano	
		Ciuveddhri a lavatu i piatti	Lecce	Lecce,Lecce,Puglia	Salentino centrale	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Nisciunu ha lavatu li piatti	Lecce	Lecce,Lecce,Puglia	Salentino centrale	
		Nisciunu ae lavatu li piatti	Lecce2	Lecce,Lecce,Puglia	Salentino centrale	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Nəšəunə ha arravitə lə pjittə	Liscia	Liscia,Chieti,Abruzzo	Abruzzese orientale adriatico	
		La mamma n'ha lavato li piatti	Lubriano	Lubriano,Viterbo,Lazio	Laziale centro-settentrionale	 | aux A | fless 3 | indic pass pross | negaz prev | ogg def | ogg dir | ogg masch | ogg plur | partic | sogg def | sogg femm | sogg sing | trans | 
		Nisciunu llavau li piatti.	Maglie	Maglie,Lecce,Puglia	Salentino meridionale	
		Gnisciù ha rlaato li piatti	Marchigiano	Civitanova Marche,Macerata,Marche	Maceratese	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Niscion a lavet i piatt	Martina Franca	Martina Franca,Taranto,Puglia	Apulo-barese	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Nəšunə ha rləvatə li piattə	Martinsicuro	Martinsicuro,Teramo,Abruzzo	Teramano	
		Nisciuno a lavato i piatt	Massafra	Massafra,Taranto,Puglia	Apulo-barese	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Nisciuno a lavat i piatt	Massafra	Massafra,Taranto,Puglia	Apulo-barese	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Nuddru lavà li piatta.	Mazara del Vallo	Mazara del Vallo,Trapani,Sicilia	Occidentale	
		Nisciuno a lavato li piatte	Monteiasi	Monteiasi,Taranto,Puglia	Salentino settenrionale	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Nisciuno a lavato li piatte	Monteiasi	Monteiasi,Taranto,Puglia	Salentino settenrionale	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Nisciuno a lavato li piatte	Monteiasi	Monteiasi,Taranto,Puglia	Salentino settenrionale	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Nisciuno l a lavato li piatte	Monteiasi 2	Monteiasi,Taranto,Puglia	Salentino settenrionale	 | aux A | clit ogg dir | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Scieddri a lavati li piatti.	Monteroni	Monteroni di Lecce,Lecce,Puglia	Salentino centrale	
		---	Monterotondo	Monterotondo,Roma,Lazio	Romanesco	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Nisciuno ha lavato i piatti	Morolo	Morolo,Frosinone,Lazio	Romanesco	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Nuddru i lavà i piatta	Mussomeli	Mussomeli,Caltanissetta,Sicilia	Area metafonetica centrale	
		Unn’i lavà nuddru i piatta.	Mussomeli	Mussomeli,Caltanissetta,Sicilia	Area metafonetica centrale	
		Nisciunə ha lavatə e piattə	Napoli	Napoli,Napoli,Campania	Napoletano	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Ceddrhi ha lavatu li piatti	Nardò	Nardò,Lecce,Puglia	Salentino centrale	
		Gnuno ha lavato i piatti	Orvietano	Orvieto,Terni,Umbria	Meridionale-occidentale e viterbese	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Nuddu lavò i piatta	Palermo10	Palermo,Palermo,Sicilia	Occidentale	
		Nuddu (i) lavò i piatti.	Palermo3	Palermo,Palermo,Sicilia	Occidentale	
		Nuddu i lavò i piatti	Palermo4	Palermo,Palermo,Sicilia	Occidentale	
		I piatti u nni lavò nuddu	Palermo4	Palermo,Palermo,Sicilia	Occidentale	
		Nuddu lavò i piatta	Palermo5	Palermo,Palermo,Sicilia	Occidentale	
		Nisciunə ha rlavatə li piattə	Pescara1	Pescara,Pescara,Abruzzo	Abruzzese orientale adriatico	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		NisciunÉ ha rlavatÉ li pijttÉ	Pianella1	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		NisciunÉ ha rlavatÉ li pjÉttÉ	Pianella10	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	
		NisciunÉ ha rlavatÉ li pijttÉ	Pianella2	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		NisciunÉ ha rlavatÉ li piattÉ	Pianella3	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		NisciunÉ ha fattÉ li pjittÉ	Pianella4	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | aux A | fare | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		NisciunÉ ha rlavatÉ li pjittÉ	Pianella5	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		NisciunÉ ha rlavatÉ li pijttÉ	Pianella6	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		NisciunÉ lâha rlavatÉ li pijttÉ	Pianella7	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | aux A | clit ogg dir | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		NiÅ¡Å¡unÃÂ ha rlavatÃÂ li pjittÃÂ	Pianella8	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		NisciunÃÂ ha rlavatÃÂ li pjÃÂttÃÂ	Pianella9	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Nudhu lavÃ u i pjatti	Ragusa	Ragusa,Ragusa,Sicilia	Area metafonetica sud-orientale	 | fless 3 | indic pass rem | ogg def | ogg dir | ogg masch | ogg plur | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		I piatti n'ha lavati nessuno	Romanesco	Roma,Roma,Lazio	Romanesco	 | aux A | disl sx | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg postv | sogg pron | sogg sing | trans | 
		I piatti n'ha lavati nessuno	Romanesco	Roma,Roma,Lazio	Romanesco	 | aux A | disl sx | fless 3 | indic pass pross | negaz prev | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg postv | sogg pron | sogg sing | trans | 
		---	Romanesco	Roma,Roma,Lazio	Romanesco	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		N'ha lavato i piatti nessuno	Romanesco	Roma,Roma,Lazio	Romanesco	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg postv | sogg pron | sogg sing | trans | 
		I piatti n'ha lavati nessuno	Romanesco	Roma,Roma,Lazio	Romanesco	 | aux A | disl sx | fless 3 | indic pass pross | negaz prev | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg postv | sogg pron | sogg sing | trans | 
		---	Romanesco	Roma,Roma,Lazio	Romanesco	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		---	Romanesco	Roma,Roma,Lazio	Romanesco	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		I piatti non l'ha lavati nessuno	Romanesco	Roma,Roma,Lazio	Romanesco	 | aux A | clit ogg dir | disl sx | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg postv | sogg pron | sogg sing | trans | 
		Nisciun a’ lavat e’ piatt	Salerno	Salerno,Salerno,Campania	Napoletano	
		Nisciune ha lavate li piatte	San Marco in Lamis	San Marco in Lamis,Foggia,Puglia	Garganico	
		Nisciune ha lavate li piatte	San Marco in Lamis2	San Marco in Lamis,Foggia,Puglia	Garganico	
		Nišüne â sciacquite li pjîtte.	San Valentino	San Valentino in Abruzzo Citeriore,Pescara,Abruzzo	Abruzzese orientale adriatico	
		Nišüne â sciacquite li pjîtte.	San Valentino in Abruzzo Citeriore	San Valentino in Abruzzo Citeriore,Pescara,Abruzzo	Abruzzese orientale adriatico	
		I piatti nuddu i lavò	Sinagra	Sinagra,Messina,Sicilia	Messinese	
		Nisciunu lavau li piatti	Soleto	Soleto,Lecce,Puglia	Salentino centrale	
		Nisciuo a lavatu li chiatti	Squinzano	Squinzano,Lecce,Puglia	Salentino centrale	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Nisciun a lavat l piatt	Taranto	Taranto,Taranto,Puglia	Apulo-barese	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Nisciunə ha lavatə e piattə	Torre del Greco	Torre del Greco,Napoli,Campania	Napoletano	
		Nisciunə ha lavatə e piattə	Torre del Greco1	Torre del Greco,Napoli,Campania	Napoletano	 | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Nisciuno a lavati li piatti	Trepuzzi	Trepuzzi,Lecce,Puglia	Salentino centrale	 | acc partic ogg | aux A | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg plur | partic | QP neg | sogg indef | sogg pron | sogg sing | trans | 
		Numus/ nisciunu at sciacquau is prattus	Villacidro	Villacidro,Medio Campidano,Sardegna	Logudorese-Campidanese Campidanese	
						
589.0	25.0	Ne ho viste poche di case così belle!				 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		L'ho viste poche di case belle così!	Bagnoregio	Bagnoregio,Viterbo,Lazio	Laziale centro-settentrionale	 | agg | aux A | clit femm | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		N’addru viste picca de case cussì belle!	Campi Salentina	Campi Salentina,Lecce,Puglia	Salentino centrale	
		N so vist poc e cas accusì bell!	Campobasso	Campobasso,Campobasso,Molise	Meridionale Intermedio Molisano	
		Agg vistə pochə casə accussì bellə	Cardito	Cardito,Napoli,Campania	Napoletano	 | agg | aux A | escl | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | pro | QP ogg dir | trans | 
		Agg vistə pochə casə accussì bellə	Cardito1	Cardito,Napoli,Campania	Napoletano	 | agg | aux A | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		N’agg vistə pochə e casə accussì bellə	Cardito2	Cardito,Napoli,Campania	Napoletano	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		Casə accussì bellə nun’agg' mai vistə!	Cardito3	Cardito,Napoli,Campania	Napoletano	 | agg | assenza clit | aux A | avv aspet | escl | fless 1 | indic pass pross | negaz prev | ogg dir | ogg femm | ogg plur | partic | pro | trans | 
		N’agg' vistə pochə e casə accussì bellə	Cardito4	Cardito,Napoli,Campania	Napoletano	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		N agghiu viscto picca di case cussì belle	Carosino	Carosino,Taranto,Puglia	Salentino settenrionale	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		Ne so voisht poca d chesra accì bell	Castiglione Messer Marino	Castiglione Messer Marino,Chieti,Abruzzo	Abruzzese orientale adriatico	
		Ci so poche case belle come questa!	Civita di Bagnoregio 1	Bagnoregio,Viterbo,Lazio	Meridionale-occidentale e viterbese	 | agg | agg | aux A | compar | dimostr | essere | fless 1 | indic pass pross | indic pres | ogg dir | ogg femm | ogg indef | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		N’aggiu iste picca ti case cussì beddhre	Copertino	Copertino,Lecce,Puglia	Salentino centrale	
		Aggiu vistu picca case cussì beddhe	Cutrofiano	Cutrofiano,Lecce,Puglia	Salentino centrale	
		N agghiu viscto picca case belle cussi	Faggiano	Faggiano,Taranto,Puglia	Salentino settenrionale	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		N’agghiu vistu picca ti casi cussì beddi	Francavilla Fontana	Francavilla Fontana,Brindisi,Puglia	Salentino settenrionale	
		E cas accussi bell n’agg vist pok	Gragnano	Gragnano,Napoli,Campania	Napoletano	
		N agghiu viscto picca case cussì belle	Grottaglie	Grottaglie,Taranto,Puglia	Salentino settenrionale	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | pro | QP ogg dir | trans | 
		N agghiu viscto picca case cussi belle	Grottaglie	Grottaglie,Taranto,Puglia	Salentino settenrionale	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | pro | QP ogg dir | trans | 
		Nd'appu biu pagu de domus aicci bellas.	Iglesias	Iglesias,Carbonia-Iglesias,Sardegna	Logudorese-Campidanese Campidanese	
		N'haj viscte pochə de cosə accuscì billə.	Lanciano	Lanciano,Chieti,Abruzzo	Abruzzese orientale adriatico	
		Ne so vist poc di case accusci bbell	Lanciano	Lanciano,Chieti,Abruzzo	Abruzzese orientale adriatico	
		Nne sso viste poche de case cusci belle	L'Aquila	L'Aquila,L'Aquila,Abruzzo	Mediano cicolano-Reatino-aquilano	
		De case cussì belle ne aggiu viste picca	Lecce	Lecce,Lecce,Puglia	Salentino centrale	 | acc partic ogg | agg | aux A | clit ne | disl sx | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		Nd'aggiu viste picca di case cussì beddhe	Lecce	Lecce,Lecce,Puglia	Salentino centrale	
		Ne aggiu istu picca te case cusi' beddhre!	Lecce2	Lecce,Lecce,Puglia	Salentino centrale	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		Nə so vəšt puchə də kasə billə akkuscè	Liscia	Liscia,Chieti,Abruzzo	Abruzzese orientale adriatico	
		So rimasto stupito a vedé ste belle case!	Lubriano	Lubriano,Viterbo,Lazio	Laziale centro-settentrionale	 | agg | agg | dimostr | fless 1 | indic pass pross | inf sempl | ogg dir | ogg femm | ogg plur | partic | pro | trans | 
		Vitti picca case cusì belle.	Maglie	Maglie,Lecce,Puglia	Salentino meridionale	
		Ne so viste poche de case cuscì velle!	Marchigiano	Civitanova Marche,Macerata,Marche	Maceratese	 | agg | aux E | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		I non i vist ma di cas cussì da bedd fatt	Martina Franca	Martina Franca,Taranto,Puglia	Apulo-barese	 | agg | aux E | avv aspet | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partic | partit | PP | pro | QP ogg dir | trans | 
		So nnə vištə puchə də casə acušì bellə	Martinsicuro	Martinsicuro,Teramo,Abruzzo	Teramano	
		Nə so vištə puchə də casə acušì bellə	Martinsicuro	Martinsicuro,Teramo,Abruzzo	Teramano	
		N agghi vist picca d cas accussì bell	Massafra	Massafra,Taranto,Puglia	Apulo-barese	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		N agghie vist ppicca di cas acussì bell	Massafra	Massafra,Taranto,Puglia	Apulo-barese	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		Ri casi accussì beddri picca n’haiu vistu	Mazara del Vallo	Mazara del Vallo,Trapani,Sicilia	Occidentale	
		N agghiu viscto picca d casa cussì belle	Monteiasi	Monteiasi,Taranto,Puglia	Salentino settenrionale	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		N agghiu viscto picca d case belle cussì	Monteiasi	Monteiasi,Taranto,Puglia	Salentino settenrionale	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		N agghiu viscto picca d case cussi belle	Monteiasi	Monteiasi,Taranto,Puglia	Salentino settenrionale	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		N agghiu viscto picca d case cussì belle	Monteiasi 2	Monteiasi,Taranto,Puglia	Salentino settenrionale	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		‘Ndaggiu iste picca te cose cussì belle.	Monteroni	Monteroni di Lecce,Lecce,Puglia	Salentino centrale	
		N'ho viste poche de case così belle!	Monterotondo	Monterotondo,Roma,Lazio	Romanesco	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		Ne so viste poche de case così belle!	Morolo	Morolo,Frosinone,Lazio	Romanesco	 | agg | aux E | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		N’aju vistu picca casi accussì belli.	Mussomeli	Mussomeli,Caltanissetta,Sicilia	Area metafonetica centrale	
		N’agg mai vistə  casə accussì bellə	Napoli	Napoli,Napoli,Campania	Napoletano	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | pro | trans | 
		Ndaggiu iste picca di case cussì beddrhe!	Nardò	Nardò,Lecce,Puglia	Salentino centrale	
		---	Orvietano	Orvieto,Terni,Umbria	Meridionale-occidentale e viterbese	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		Ni vitti picca ri casi accussì biedde	Palermo10	Palermo,Palermo,Sicilia	Occidentale	
		Casi accussì bbieddi picca nni vitti / nn’haiu visti	Palermo3	Palermo,Palermo,Sicilia	Occidentale	
		Nn’e vistu picca casse accussì bieddi	Palermo4	Palermo,Palermo,Sicilia	Occidentale	
		Casi accussi bieddi un si nni virinu	Palermo4	Palermo,Palermo,Sicilia	Occidentale	
		Ni vitti picca ri casi accussì biedde	Palermo5	Palermo,Palermo,Sicilia	Occidentale	
		Nə so vistə pochə di casə accuscì bbellə	Pescara1	Pescara,Pescara,Abruzzo	Abruzzese orientale adriatico	 | agg | aux E | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		Ne so vistÉ pochÉ di casÉ accuscÃ¬ billÉ	Pianella1	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | agg | aux E | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		Ne so vistÉ puchÉ dÉ casÉ accuscÃ¬ bjellÉ	Pianella10	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	
		So vistÉ pochÉ casÉ accuscÃ¬ billÉ	Pianella2	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | agg | aux E | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		Ne so vistÉ pochÉ di casÉ accuscÃ¬ bellÉ	Pianella3	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | agg | aux E | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		Ne so viÅ¡tÉ pochÉ di casÉ accuscÃ¬ billÉ	Pianella4	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | agg | aux E | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		NÉ so viÅ¡tÉ puchÉ dÉ casÉ accuÅ¡Ã¬ bbellÉ	Pianella5	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | agg | aux E | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		Ne so viÅ¡tÉ puchÉ di casÉ accuscÃ¬ billÉ	Pianella6	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | agg | aux E | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		Di casÉ accuscÃ¬ bbellÉ ne so viÅ¡tÉ puchÉ	Pianella7	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | agg | aux E | clit ne | disl sx | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		Ne so viÃÂ¡tÃÂ puchÃÂ dÃÂ casÃÂ accuÃÂ¡ÃÂ¡ÃÂ¬ bbellÃÂ	Pianella8	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | agg | aux E | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		Ne so vistÃÂ pochÃÂ di casÃÂ accuscÃÂ¬ bellÃÂ	Pianella9	Pianella,Pescara,Abruzzo	Abruzzese orientale adriatico	 | agg | aux E | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		N'a vistu pikka ri kasi akkussÃÂ¬ bbedhi	Ragusa	Ragusa,Ragusa,Sicilia	Area metafonetica sud-orientale	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		De case così belle ne ho viste poche	Romanesco	Roma,Roma,Lazio	Romanesco	 | agg | aux A | clit ne | disl sx | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		De case così belle n'ho viste poche!	Romanesco	Roma,Roma,Lazio	Romanesco	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		N'ho viste poche de case così belle!	Romanesco	Roma,Roma,Lazio	Romanesco	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		Di case belle così ne ho viste poche!	Romanesco	Roma,Roma,Lazio	Romanesco	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		Di case così belle ne ho viste poche!	Romanesco	Roma,Roma,Lazio	Romanesco	 | agg | aux A | clit ne | disl sx | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		N'ho viste poche de case così belle!	Romanesco	Roma,Roma,Lazio	Romanesco	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		Ne ho viste poche de case così belle!	Romanesco	Roma,Roma,Lazio	Romanesco	 | agg | aux A | clit ne | fless 1 | indic pass pross | ogg dir | ogg femm | ogg plur | partic | partit | pro | QP ogg dir | trans | 
		N’egg vist poc’ e cas accussì bbell	Salerno	Salerno,Salerno,Campania	Napoletano	
		Ni jè viste poc de case tante belle.	San Marco in Lamis	San Marco in Lamis,Foggia,Puglia	Garganico	
